best_true_delta,candidate_count,chosen_true_delta,graph_id,kendall,mae,rmse,spearman,split,step,top1_hit
0.005102040816326481,30,0.005102040816326481,synthetic_test_000,0.9878783399072131,0.00035746025419103864,0.0009152902661041022,0.9987677136415692,synthetic_test,0,1
0.005102040816326481,24,0.005102040816326481,synthetic_test_000,0.0,0.004676987100051694,0.004756477115258181,0.0,synthetic_test,1,1
0.005102040816326481,23,0.005102040816326481,synthetic_test_000,0.0,0.0048357339125860285,0.004854068227205943,0.0,synthetic_test,2,1
0.005102040816326592,23,0.005102040816326592,synthetic_test_000,1.0,0.00041455123325379506,0.001089213503088975,1.0,synthetic_test,3,1
0.005102040816326592,26,0.005102040816326592,synthetic_test_000,0.0,0.004956029500086893,0.00496054062258379,0.0,synthetic_test,4,1
0.005102040816326592,25,0.005102040816326592,synthetic_test_000,0.0,0.00495433745067726,0.004959023028122301,0.0,synthetic_test,5,1
0.0,30,0.0,synthetic_test_000,0.0,0.00010371008099889556,0.00010371008099889559,0.0,synthetic_test,6,1
0.0,29,0.0,synthetic_test_000,0.0,0.00010371008099889556,0.00010371008099889559,0.0,synthetic_test,7,1
0.0,29,0.0,synthetic_test_000,0.0,0.00011198468820065089,0.0001202402007359043,0.0,synthetic_test,8,1
0.0,29,0.0,synthetic_test_000,0.0,0.00011198468820065089,0.0001202402007359043,0.0,synthetic_test,9,1
0.0,28,0.0,synthetic_test_000,0.0,0.00011228020988642787,0.00012078873076227365,0.0,synthetic_test,10,1
0.0,29,0.0,synthetic_test_000,0.0,0.00011198468820065089,0.0001202402007359043,0.0,synthetic_test,11,1
0.0,28,0.0,synthetic_test_000,0.0,0.00010371008099889556,0.00010371008099889559,0.0,synthetic_test,12,1
0.0,28,0.0,synthetic_test_000,0.0,0.00011228020988642787,0.00012078873076227365,0.0,synthetic_test,13,1
0.0,29,0.0,synthetic_test_000,0.0,0.00010371008099889556,0.00010371008099889559,0.0,synthetic_test,14,1
0.009615384615384581,27,0.009615384615384581,synthetic_test_001,0.6614378277661477,0.0021215476501036143,0.004379495076078002,0.6614378277661477,synthetic_test,0,1
0.038461538461538436,30,0.009615384615384581,synthetic_test_001,0.4638115560764509,0.0031267304739368493,0.008058669346845512,0.4753870940913525,synthetic_test,1,0
0.04807692307692313,28,0.038461538461538436,synthetic_test_001,0.5243316197498097,0.006821929968594499,0.01530750281329873,0.5446733155898413,synthetic_test,2,0
0.05769230769230771,27,0.04807692307692313,synthetic_test_001,-0.04024218182927669,0.047276682906045156,0.04826921430886665,-0.04079462199153159,synthetic_test,3,0
0.05769230769230771,25,0.04807692307692313,synthetic_test_001,-0.12002400720240086,0.04945915765442485,0.0496620256008392,-0.12198750911856664,synthetic_test,4,0
0.009615384615384581,26,0.0,synthetic_test_001,0.0,0.0015309562870537612,0.003742821783077158,0.0,synthetic_test,5,0
0.009615384615384581,28,0.0,synthetic_test_001,0.0,0.0014269329213192049,0.0036067284662630625,0.0,synthetic_test,6,0
0.009615384615384581,25,0.0,synthetic_test_001,0.0,0.0015892093718651126,0.003816915078354592,0.0,synthetic_test,7,0
0.009615384615384581,26,0.0,synthetic_test_001,-0.08528028654224416,0.0015505711414263183,0.003744548822711039,-0.08528028654224418,synthetic_test,8,0
0.028846153846153744,29,0.0,synthetic_test_001,0.0,0.002369849878493844,0.006411300257595432,0.0,synthetic_test,9,0
0.038461538461538436,26,0.028846153846153744,synthetic_test_001,0.0,0.026933893663620596,0.028465710963231017,0.0,synthetic_test,10,0
0.06730769230769229,27,0.028846153846153744,synthetic_test_001,0.0,0.03340115430901343,0.03609826667810499,0.0,synthetic_test,11,0
0.03846153846153855,26,0.0,synthetic_test_001,0.0,0.004113972978367334,0.011129145059713158,0.0,synthetic_test,12,0
0.04807692307692313,28,0.03846153846153855,synthetic_test_001,-0.31532073921025994,0.03732559258262619,0.038580969335571556,-0.3237108241745865,synthetic_test,13,0
0.05769230769230771,28,0.03846153846153855,synthetic_test_001,-0.12991396049232617,0.040374493681824344,0.04073335572049841,-0.13352421866132794,synthetic_test,14,0
